"Name","Poverty by Poverty Level"
"Description","Poverty level is the ratio of household income to the Federal Poverty Level (FPL).&nbsp;The FPL varies based on the number of children and adults in a household and the age of the head of household. In 2018, <a href=""https://familiesusa.org/resources/federal-poverty-guidelines/"" target=""_blank"">the annual income thresholds for a family of four</a> would correspond to the following breakdown of poverty levels:<br />
Below 100% FPL = Below $25,100&nbsp;<br />
100 to 199% FPL = $25,100 to $50,199<br />
Below 200% FPL = Below $50,200<br />
200 to 399% FPL = $50,200 to $100,399<br />
400% FPL and above = $100,400 and above"
"Source Notes","CCC Analysis of U.S. Census Bureau, American Community Survey 1-Year Estimates, Public Use Microdata Sample Files (2005-2018). Retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes","The Census Bureau excludes institutionalized individuals, individuals living in military group quarters or college dorms, and unrelated individuals under 15 years of age from poverty estimates. Percents refer to the percent of the total population for whom poverty status was determined."

Location,Poverty Level,TimeFrame,DataFormat,Data,Fips
Hunts Point,Below 200% FPL,2006,Percent,0.6678,202
Hunts Point,200 to 399% FPL,2006,Percent,0.25071,202
Hunts Point,400% FPL and above,2006,Percent,0.08149,202
Hunts Point,Below 100% FPL,2007,Percent,0.38868,202
Hunts Point,100 to 199% FPL,2007,Percent,0.25681,202
Hunts Point,Below 200% FPL,2007,Percent,0.64549,202
Hunts Point,200 to 399% FPL,2007,Percent,0.2302,202
Hunts Point,400% FPL and above,2007,Percent,0.12431,202
Hunts Point,Below 100% FPL,2008,Percent,0.46007,202
Hunts Point,100 to 199% FPL,2008,Percent,0.28848,202
Hunts Point,Below 200% FPL,2008,Percent,0.74856,202
Hunts Point,200 to 399% FPL,2008,Percent,0.17585,202
Hunts Point,400% FPL and above,2008,Percent,0.07559,202
Hunts Point,Below 100% FPL,2009,Percent,0.42463,202
Hunts Point,100 to 199% FPL,2009,Percent,0.28134,202
Hunts Point,Below 200% FPL,2009,Percent,0.70597,202
Hunts Point,200 to 399% FPL,2009,Percent,0.21523,202
Hunts Point,400% FPL and above,2009,Percent,0.0788,202
Hunts Point,Below 100% FPL,2010,Percent,0.37501,202
Hunts Point,100 to 199% FPL,2010,Percent,0.2942,202
Hunts Point,Below 200% FPL,2010,Percent,0.6692,202
Hunts Point,200 to 399% FPL,2010,Percent,0.2197,202
Hunts Point,400% FPL and above,2010,Percent,0.1111,202
Hunts Point,Below 100% FPL,2011,Percent,0.41967,202
Hunts Point,100 to 199% FPL,2011,Percent,0.33665,202
Hunts Point,Below 200% FPL,2011,Percent,0.75631,202
Hunts Point,200 to 399% FPL,2011,Percent,0.18352,202
Hunts Point,400% FPL and above,2011,Percent,0.06016,202
Hunts Point,Below 100% FPL,2012,Percent,0.45983,202
Hunts Point,100 to 199% FPL,2012,Percent,0.28983,202
Hunts Point,Below 200% FPL,2012,Percent,0.74965,202
Hunts Point,200 to 399% FPL,2012,Percent,0.19694,202
Hunts Point,400% FPL and above,2012,Percent,0.05341,202
Hunts Point,Below 100% FPL,2013,Percent,0.41219,202
Hunts Point,100 to 199% FPL,2013,Percent,0.3137,202
Hunts Point,Below 200% FPL,2013,Percent,0.72589,202
Hunts Point,200 to 399% FPL,2013,Percent,0.21124,202
Hunts Point,400% FPL and above,2013,Percent,0.06286,202
Hunts Point,Below 100% FPL,2014,Percent,0.42709,202
Hunts Point,100 to 199% FPL,2014,Percent,0.32683,202
Hunts Point,Below 200% FPL,2014,Percent,0.75392,202
Hunts Point,200 to 399% FPL,2014,Percent,0.17458,202
Hunts Point,400% FPL and above,2014,Percent,0.0715,202
Hunts Point,Below 100% FPL,2015,Percent,0.38094,202
Hunts Point,100 to 199% FPL,2015,Percent,0.30541,202
Hunts Point,Below 200% FPL,2015,Percent,0.68635,202
Hunts Point,200 to 399% FPL,2015,Percent,0.19878,202
Hunts Point,400% FPL and above,2015,Percent,0.11487,202
Hunts Point,Below 100% FPL,2016,Percent,0.36457,202
Hunts Point,100 to 199% FPL,2016,Percent,0.25025,202
Hunts Point,Below 200% FPL,2016,Percent,0.61482,202
Hunts Point,200 to 399% FPL,2016,Percent,0.27341,202
Hunts Point,400% FPL and above,2016,Percent,0.11177,202
Hunts Point,Below 100% FPL,2017,Percent,0.44601,202
Hunts Point,100 to 199% FPL,2017,Percent,0.24047,202
Hunts Point,Below 200% FPL,2017,Percent,0.68649,202
Hunts Point,200 to 399% FPL,2017,Percent,0.25692,202
Hunts Point,400% FPL and above,2017,Percent,0.0566,202
Hunts Point,Below 100% FPL,2018,Percent,0.40371,202
Hunts Point,100 to 199% FPL,2018,Percent,0.265,202
Hunts Point,Below 200% FPL,2018,Percent,0.66871,202
Hunts Point,200 to 399% FPL,2018,Percent,0.22339,202
Hunts Point,400% FPL and above,2018,Percent,0.1079,202
Morrisania,Below 100% FPL,2005,Percent,0.42238,203
Morrisania,100 to 199% FPL,2005,Percent,0.2649,203
Morrisania,Below 200% FPL,2005,Percent,0.68728,203
Morrisania,200 to 399% FPL,2005,Percent,0.20985,203
Morrisania,400% FPL and above,2005,Percent,0.10287,203
Morrisania,Below 100% FPL,2006,Percent,0.43096,203
Morrisania,100 to 199% FPL,2006,Percent,0.28821,203
Morrisania,Below 200% FPL,2006,Percent,0.71917,203
Morrisania,200 to 399% FPL,2006,Percent,0.21173,203
Morrisania,400% FPL and above,2006,Percent,0.0691,203
Morrisania,Below 100% FPL,2007,Percent,0.39523,203
Morrisania,100 to 199% FPL,2007,Percent,0.24912,203
Morrisania,Below 200% FPL,2007,Percent,0.64435,203
Morrisania,200 to 399% FPL,2007,Percent,0.27369,203
Morrisania,400% FPL and above,2007,Percent,0.08196,203
Morrisania,Below 100% FPL,2008,Percent,0.42317,203
Morrisania,100 to 199% FPL,2008,Percent,0.27235,203
Morrisania,Below 200% FPL,2008,Percent,0.69552,203
Morrisania,200 to 399% FPL,2008,Percent,0.22751,203
Morrisania,400% FPL and above,2008,Percent,0.07696,203
Morrisania,Below 100% FPL,2009,Percent,0.37352,203
Morrisania,100 to 199% FPL,2009,Percent,0.2698,203
Morrisania,Below 200% FPL,2009,Percent,0.64333,203
Morrisania,200 to 399% FPL,2009,Percent,0.26842,203
Morrisania,400% FPL and above,2009,Percent,0.08826,203
Morrisania,Below 100% FPL,2010,Percent,0.4738,203
Morrisania,100 to 199% FPL,2010,Percent,0.22254,203
Morrisania,Below 200% FPL,2010,Percent,0.69635,203
Morrisania,200 to 399% FPL,2010,Percent,0.2339,203
Morrisania,400% FPL and above,2010,Percent,0.06976,203
Morrisania,Below 100% FPL,2011,Percent,0.44431,203
Morrisania,100 to 199% FPL,2011,Percent,0.23482,203
Morrisania,Below 200% FPL,2011,Percent,0.67913,203
Morrisania,200 to 399% FPL,2011,Percent,0.25178,203
Morrisania,400% FPL and above,2011,Percent,0.06909,203
Morrisania,Below 100% FPL,2012,Percent,0.43546,203
Morrisania,100 to 199% FPL,2012,Percent,0.32243,203
Morrisania,Below 200% FPL,2012,Percent,0.75789,203
Morrisania,200 to 399% FPL,2012,Percent,0.17606,203
Morrisania,400% FPL and above,2012,Percent,0.06605,203
Morrisania,Below 100% FPL,2013,Percent,0.40428,203
Morrisania,100 to 199% FPL,2013,Percent,0.23794,203
Morrisania,Below 200% FPL,2013,Percent,0.64222,203
Morrisania,200 to 399% FPL,2013,Percent,0.29393,203
Morrisania,400% FPL and above,2013,Percent,0.06385,203
Morrisania,Below 100% FPL,2014,Percent,0.418,203
Morrisania,100 to 199% FPL,2014,Percent,0.28499,203
Morrisania,Below 200% FPL,2014,Percent,0.70299,203
Morrisania,200 to 399% FPL,2014,Percent,0.20938,203
Morrisania,400% FPL and above,2014,Percent,0.08762,203
Morrisania,Below 100% FPL,2015,Percent,0.41405,203
Morrisania,100 to 199% FPL,2015,Percent,0.26268,203
Morrisania,Below 200% FPL,2015,Percent,0.67674,203
Morrisania,200 to 399% FPL,2015,Percent,0.21013,203
Morrisania,400% FPL and above,2015,Percent,0.11314,203
Morrisania,Below 100% FPL,2016,Percent,0.35555,203
Morrisania,100 to 199% FPL,2016,Percent,0.29918,203
Morrisania,Below 200% FPL,2016,Percent,0.65472,203
Morrisania,200 to 399% FPL,2016,Percent,0.24516,203
Morrisania,400% FPL and above,2016,Percent,0.10012,203
Morrisania,Below 100% FPL,2017,Percent,0.37695,203
Morrisania,100 to 199% FPL,2017,Percent,0.28312,203
Morrisania,Below 200% FPL,2017,Percent,0.66007,203
Morrisania,200 to 399% FPL,2017,Percent,0.2555,203
Morrisania,400% FPL and above,2017,Percent,0.08443,203
Morrisania,Below 100% FPL,2018,Percent,0.374,203
Morrisania,100 to 199% FPL,2018,Percent,0.25302,203
Morrisania,Below 200% FPL,2018,Percent,0.62702,203
Morrisania,200 to 399% FPL,2018,Percent,0.22888,203
Morrisania,400% FPL and above,2018,Percent,0.1441,203
Concourse/Highbridge,Below 100% FPL,2005,Percent,0.34222,204
Concourse/Highbridge,100 to 199% FPL,2005,Percent,0.30289,204
Concourse/Highbridge,Below 200% FPL,2005,Percent,0.64511,204
Concourse/Highbridge,200 to 399% FPL,2005,Percent,0.26532,204
Concourse/Highbridge,400% FPL and above,2005,Percent,0.08957,204
Concourse/Highbridge,Below 100% FPL,2006,Percent,0.40954,204
Concourse/Highbridge,100 to 199% FPL,2006,Percent,0.24552,204
Concourse/Highbridge,Below 200% FPL,2006,Percent,0.65506,204
Concourse/Highbridge,200 to 399% FPL,2006,Percent,0.24503,204
Concourse/Highbridge,400% FPL and above,2006,Percent,0.09991,204
Concourse/Highbridge,Below 100% FPL,2007,Percent,0.39857,204
Concourse/Highbridge,100 to 199% FPL,2007,Percent,0.24689,204
Concourse/Highbridge,Below 200% FPL,2007,Percent,0.64546,204
Concourse/Highbridge,200 to 399% FPL,2007,Percent,0.24265,204
Concourse/Highbridge,400% FPL and above,2007,Percent,0.1119,204
Concourse/Highbridge,Below 100% FPL,2008,Percent,0.38599,204
Concourse/Highbridge,100 to 199% FPL,2008,Percent,0.27605,204
Concourse/Highbridge,Below 200% FPL,2008,Percent,0.66204,204
Concourse/Highbridge,200 to 399% FPL,2008,Percent,0.25606,204
Concourse/Highbridge,400% FPL and above,2008,Percent,0.0819,204
Concourse/Highbridge,Below 100% FPL,2009,Percent,0.31,204
Concourse/Highbridge,100 to 199% FPL,2009,Percent,0.30405,204
Concourse/Highbridge,Below 200% FPL,2009,Percent,0.61405,204
Concourse/Highbridge,200 to 399% FPL,2009,Percent,0.30114,204
Concourse/Highbridge,400% FPL and above,2009,Percent,0.08482,204
Concourse/Highbridge,Below 100% FPL,2010,Percent,0.34404,204
Concourse/Highbridge,100 to 199% FPL,2010,Percent,0.32278,204
Concourse/Highbridge,Below 200% FPL,2010,Percent,0.66682,204
Concourse/Highbridge,200 to 399% FPL,2010,Percent,0.23748,204
Concourse/Highbridge,400% FPL and above,2010,Percent,0.0957,204
Concourse/Highbridge,Below 100% FPL,2011,Percent,0.40771,204
Concourse/Highbridge,100 to 199% FPL,2011,Percent,0.3279,204
Concourse/Highbridge,Below 200% FPL,2011,Percent,0.73561,204
Concourse/Highbridge,200 to 399% FPL,2011,Percent,0.17209,204
Concourse/Highbridge,400% FPL and above,2011,Percent,0.0923,204
Concourse/Highbridge,Below 100% FPL,2012,Percent,0.36704,204
Concourse/Highbridge,100 to 199% FPL,2012,Percent,0.2905,204
Concourse/Highbridge,Below 200% FPL,2012,Percent,0.65754,204
Concourse/Highbridge,200 to 399% FPL,2012,Percent,0.22155,204
Concourse/Highbridge,400% FPL and above,2012,Percent,0.12091,204
Concourse/Highbridge,Below 100% FPL,2013,Percent,0.39417,204
Concourse/Highbridge,100 to 199% FPL,2013,Percent,0.33512,204
Concourse/Highbridge,Below 200% FPL,2013,Percent,0.72928,204
Concourse/Highbridge,200 to 399% FPL,2013,Percent,0.19375,204
Concourse/Highbridge,400% FPL and above,2013,Percent,0.07697,204
Concourse/Highbridge,Below 100% FPL,2014,Percent,0.37388,204
Concourse/Highbridge,100 to 199% FPL,2014,Percent,0.29386,204
Concourse/Highbridge,Below 200% FPL,2014,Percent,0.66774,204
Concourse/Highbridge,200 to 399% FPL,2014,Percent,0.22627,204
Concourse/Highbridge,400% FPL and above,2014,Percent,0.10599,204
Concourse/Highbridge,Below 100% FPL,2015,Percent,0.40474,204
Concourse/Highbridge,100 to 199% FPL,2015,Percent,0.25802,204
Concourse/Highbridge,Below 200% FPL,2015,Percent,0.66276,204
Concourse/Highbridge,200 to 399% FPL,2015,Percent,0.23169,204
Concourse/Highbridge,400% FPL and above,2015,Percent,0.10555,204
Concourse/Highbridge,Below 100% FPL,2016,Percent,0.35985,204
Concourse/Highbridge,100 to 199% FPL,2016,Percent,0.25814,204
Concourse/Highbridge,Below 200% FPL,2016,Percent,0.61799,204
Concourse/Highbridge,200 to 399% FPL,2016,Percent,0.25505,204
Concourse/Highbridge,400% FPL and above,2016,Percent,0.12696,204
Concourse/Highbridge,Below 100% FPL,2017,Percent,0.38065,204
Concourse/Highbridge,100 to 199% FPL,2017,Percent,0.22458,204
Concourse/Highbridge,Below 200% FPL,2017,Percent,0.60524,204
Concourse/Highbridge,200 to 399% FPL,2017,Percent,0.29444,204
Concourse/Highbridge,400% FPL and above,2017,Percent,0.10032,204
Concourse/Highbridge,Below 100% FPL,2018,Percent,0.30415,204
Concourse/Highbridge,100 to 199% FPL,2018,Percent,0.26645,204
Concourse/Highbridge,Below 200% FPL,2018,Percent,0.5706,204
Concourse/Highbridge,200 to 399% FPL,2018,Percent,0.26193,204
Concourse/Highbridge,400% FPL and above,2018,Percent,0.16748,204
University Heights,Below 100% FPL,2005,Percent,0.45147,205
University Heights,100 to 199% FPL,2005,Percent,0.23571,205
University Heights,Below 200% FPL,2005,Percent,0.68717,205
University Heights,200 to 399% FPL,2005,Percent,0.20643,205
University Heights,400% FPL and above,2005,Percent,0.10639,205
University Heights,Below 100% FPL,2006,Percent,0.43613,205
University Heights,100 to 199% FPL,2006,Percent,0.26194,205
University Heights,Below 200% FPL,2006,Percent,0.69807,205
University Heights,200 to 399% FPL,2006,Percent,0.22465,205
University Heights,400% FPL and above,2006,Percent,0.07728,205
University Heights,Below 100% FPL,2007,Percent,0.36907,205
University Heights,100 to 199% FPL,2007,Percent,0.23961,205
University Heights,Below 200% FPL,2007,Percent,0.60868,205
University Heights,200 to 399% FPL,2007,Percent,0.28294,205
University Heights,400% FPL and above,2007,Percent,0.10838,205
University Heights,Below 100% FPL,2008,Percent,0.36387,205
University Heights,100 to 199% FPL,2008,Percent,0.27033,205
University Heights,Below 200% FPL,2008,Percent,0.6342,205
University Heights,200 to 399% FPL,2008,Percent,0.29223,205
University Heights,400% FPL and above,2008,Percent,0.07358,205
University Heights,Below 100% FPL,2009,Percent,0.39915,205
University Heights,100 to 199% FPL,2009,Percent,0.26678,205
University Heights,Below 200% FPL,2009,Percent,0.66593,205
University Heights,200 to 399% FPL,2009,Percent,0.24843,205
University Heights,400% FPL and above,2009,Percent,0.08564,205
University Heights,Below 100% FPL,2010,Percent,0.42077,205
University Heights,100 to 199% FPL,2010,Percent,0.27744,205
University Heights,Below 200% FPL,2010,Percent,0.69821,205
University Heights,200 to 399% FPL,2010,Percent,0.23713,205
University Heights,400% FPL and above,2010,Percent,0.06466,205
University Heights,Below 100% FPL,2011,Percent,0.3938,205
University Heights,100 to 199% FPL,2011,Percent,0.27805,205
University Heights,Below 200% FPL,2011,Percent,0.67185,205
University Heights,200 to 399% FPL,2011,Percent,0.25258,205
University Heights,400% FPL and above,2011,Percent,0.07557,205
University Heights,Below 100% FPL,2012,Percent,0.40946,205
University Heights,100 to 199% FPL,2012,Percent,0.27033,205
University Heights,Below 200% FPL,2012,Percent,0.67979,205
University Heights,200 to 399% FPL,2012,Percent,0.24537,205
University Heights,400% FPL and above,2012,Percent,0.07484,205
University Heights,Below 100% FPL,2013,Percent,0.40718,205
University Heights,100 to 199% FPL,2013,Percent,0.26774,205
University Heights,Below 200% FPL,2013,Percent,0.67492,205
University Heights,200 to 399% FPL,2013,Percent,0.23785,205
University Heights,400% FPL and above,2013,Percent,0.08724,205
University Heights,Below 100% FPL,2014,Percent,0.45318,205
University Heights,100 to 199% FPL,2014,Percent,0.26138,205
University Heights,Below 200% FPL,2014,Percent,0.71455,205
University Heights,200 to 399% FPL,2014,Percent,0.21097,205
University Heights,400% FPL and above,2014,Percent,0.07447,205
University Heights,Below 100% FPL,2015,Percent,0.38427,205
University Heights,100 to 199% FPL,2015,Percent,0.26343,205
University Heights,Below 200% FPL,2015,Percent,0.6477,205
University Heights,200 to 399% FPL,2015,Percent,0.27588,205
University Heights,400% FPL and above,2015,Percent,0.07642,205
University Heights,Below 100% FPL,2016,Percent,0.41188,205
University Heights,100 to 199% FPL,2016,Percent,0.21231,205
University Heights,Below 200% FPL,2016,Percent,0.62419,205
University Heights,200 to 399% FPL,2016,Percent,0.28582,205
University Heights,400% FPL and above,2016,Percent,0.08999,205
University Heights,Below 100% FPL,2017,Percent,0.36983,205
University Heights,100 to 199% FPL,2017,Percent,0.298,205
University Heights,Below 200% FPL,2017,Percent,0.66783,205
University Heights,200 to 399% FPL,2017,Percent,0.23058,205
University Heights,400% FPL and above,2017,Percent,0.10158,205
University Heights,Below 100% FPL,2018,Percent,0.37816,205
University Heights,100 to 199% FPL,2018,Percent,0.24036,205
University Heights,Below 200% FPL,2018,Percent,0.61852,205
University Heights,200 to 399% FPL,2018,Percent,0.27299,205
University Heights,400% FPL and above,2018,Percent,0.10849,205
East Tremont,Below 100% FPL,2005,Percent,0.42238,206
East Tremont,100 to 199% FPL,2005,Percent,0.2649,206
East Tremont,Below 200% FPL,2005,Percent,0.68728,206
East Tremont,200 to 399% FPL,2005,Percent,0.20985,206
East Tremont,400% FPL and above,2005,Percent,0.10287,206
East Tremont,Below 100% FPL,2006,Percent,0.43096,206
East Tremont,100 to 199% FPL,2006,Percent,0.28821,206
East Tremont,Below 200% FPL,2006,Percent,0.71917,206
East Tremont,200 to 399% FPL,2006,Percent,0.21173,206
East Tremont,400% FPL and above,2006,Percent,0.0691,206
East Tremont,Below 100% FPL,2007,Percent,0.39523,206
East Tremont,100 to 199% FPL,2007,Percent,0.24912,206
East Tremont,Below 200% FPL,2007,Percent,0.64435,206
East Tremont,200 to 399% FPL,2007,Percent,0.27369,206
East Tremont,400% FPL and above,2007,Percent,0.08196,206
East Tremont,Below 100% FPL,2008,Percent,0.42317,206
East Tremont,100 to 199% FPL,2008,Percent,0.27235,206
East Tremont,Below 200% FPL,2008,Percent,0.69552,206
East Tremont,200 to 399% FPL,2008,Percent,0.22751,206
East Tremont,400% FPL and above,2008,Percent,0.07696,206
East Tremont,Below 100% FPL,2009,Percent,0.37352,206
East Tremont,100 to 199% FPL,2009,Percent,0.2698,206
East Tremont,Below 200% FPL,2009,Percent,0.64333,206
East Tremont,200 to 399% FPL,2009,Percent,0.26842,206
East Tremont,400% FPL and above,2009,Percent,0.08826,206
East Tremont,Below 100% FPL,2010,Percent,0.4738,206
East Tremont,100 to 199% FPL,2010,Percent,0.22254,206
East Tremont,Below 200% FPL,2010,Percent,0.69635,206
East Tremont,200 to 399% FPL,2010,Percent,0.2339,206
East Tremont,400% FPL and above,2010,Percent,0.06976,206
East Tremont,Below 100% FPL,2011,Percent,0.44431,206
East Tremont,100 to 199% FPL,2011,Percent,0.23482,206
East Tremont,Below 200% FPL,2011,Percent,0.67913,206
East Tremont,200 to 399% FPL,2011,Percent,0.25178,206
East Tremont,400% FPL and above,2011,Percent,0.06909,206
East Tremont,Below 100% FPL,2012,Percent,0.43546,206
East Tremont,100 to 199% FPL,2012,Percent,0.32243,206
East Tremont,Below 200% FPL,2012,Percent,0.75789,206
East Tremont,200 to 399% FPL,2012,Percent,0.17606,206
East Tremont,400% FPL and above,2012,Percent,0.06605,206
East Tremont,Below 100% FPL,2013,Percent,0.40428,206
East Tremont,100 to 199% FPL,2013,Percent,0.23794,206
East Tremont,Below 200% FPL,2013,Percent,0.64222,206
East Tremont,200 to 399% FPL,2013,Percent,0.29393,206
East Tremont,400% FPL and above,2013,Percent,0.06385,206
East Tremont,Below 100% FPL,2014,Percent,0.418,206
East Tremont,100 to 199% FPL,2014,Percent,0.28499,206
East Tremont,Below 200% FPL,2014,Percent,0.70299,206
East Tremont,200 to 399% FPL,2014,Percent,0.20938,206
East Tremont,400% FPL and above,2014,Percent,0.08762,206
East Tremont,Below 100% FPL,2015,Percent,0.41405,206
East Tremont,100 to 199% FPL,2015,Percent,0.26268,206
East Tremont,Below 200% FPL,2015,Percent,0.67674,206
East Tremont,200 to 399% FPL,2015,Percent,0.21013,206
East Tremont,400% FPL and above,2015,Percent,0.11314,206
East Tremont,Below 100% FPL,2016,Percent,0.35555,206
East Tremont,100 to 199% FPL,2016,Percent,0.29918,206
East Tremont,Below 200% FPL,2016,Percent,0.65472,206
East Tremont,200 to 399% FPL,2016,Percent,0.24516,206
East Tremont,400% FPL and above,2016,Percent,0.10012,206
East Tremont,Below 100% FPL,2017,Percent,0.37695,206
East Tremont,100 to 199% FPL,2017,Percent,0.28312,206
East Tremont,Below 200% FPL,2017,Percent,0.66007,206
East Tremont,200 to 399% FPL,2017,Percent,0.2555,206
East Tremont,400% FPL and above,2017,Percent,0.08443,206
East Tremont,Below 100% FPL,2018,Percent,0.374,206
East Tremont,100 to 199% FPL,2018,Percent,0.25302,206
East Tremont,Below 200% FPL,2018,Percent,0.62702,206
