"Name","Poverty by Poverty Level"
"Description","Poverty level is the ratio of household income to the Federal Poverty Level (FPL).&nbsp;The FPL varies based on the number of children and adults in a household and the age of the head of household. In 2018, <a href=""https://familiesusa.org/resources/federal-poverty-guidelines/"" target=""_blank"">the annual income thresholds for a family of four</a> would correspond to the following breakdown of poverty levels:<br />
Below 100% FPL = Below $25,100&nbsp;<br />
100 to 199% FPL = $25,100 to $50,199<br />
Below 200% FPL = Below $50,200<br />
200 to 399% FPL = $50,200 to $100,399<br />
400% FPL and above = $100,400 and above"
"Source Notes","CCC Analysis of U.S. Census Bureau, American Community Survey 1-Year Estimates, Public Use Microdata Sample Files (2005-2018). Retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes","The Census Bureau excludes institutionalized individuals, individuals living in military group quarters or college dorms, and unrelated individuals under 15 years of age from poverty estimates. Percents refer to the percent of the total population for whom poverty status was determined."

Location,Poverty Level,TimeFrame,DataFormat,Data,Fips
Borough Park,200 to 399% FPL,2007,Percent,0.24368,312
Borough Park,400% FPL and above,2007,Percent,0.19576,312
Borough Park,Below 100% FPL,2008,Percent,0.25382,312
Borough Park,100 to 199% FPL,2008,Percent,0.22683,312
Borough Park,Below 200% FPL,2008,Percent,0.48065,312
Borough Park,200 to 399% FPL,2008,Percent,0.30333,312
Borough Park,400% FPL and above,2008,Percent,0.21603,312
Borough Park,Below 100% FPL,2009,Percent,0.26794,312
Borough Park,100 to 199% FPL,2009,Percent,0.25903,312
Borough Park,Below 200% FPL,2009,Percent,0.52697,312
Borough Park,200 to 399% FPL,2009,Percent,0.25914,312
Borough Park,400% FPL and above,2009,Percent,0.21389,312
Borough Park,Below 100% FPL,2010,Percent,0.33839,312
Borough Park,100 to 199% FPL,2010,Percent,0.2339,312
Borough Park,Below 200% FPL,2010,Percent,0.57229,312
Borough Park,200 to 399% FPL,2010,Percent,0.25661,312
Borough Park,400% FPL and above,2010,Percent,0.1711,312
Borough Park,Below 100% FPL,2011,Percent,0.30223,312
Borough Park,100 to 199% FPL,2011,Percent,0.28408,312
Borough Park,Below 200% FPL,2011,Percent,0.58632,312
Borough Park,200 to 399% FPL,2011,Percent,0.24113,312
Borough Park,400% FPL and above,2011,Percent,0.17255,312
Borough Park,Below 100% FPL,2012,Percent,0.34251,312
Borough Park,100 to 199% FPL,2012,Percent,0.23576,312
Borough Park,Below 200% FPL,2012,Percent,0.57827,312
Borough Park,200 to 399% FPL,2012,Percent,0.20591,312
Borough Park,400% FPL and above,2012,Percent,0.21583,312
Borough Park,Below 100% FPL,2013,Percent,0.3468,312
Borough Park,100 to 199% FPL,2013,Percent,0.27208,312
Borough Park,Below 200% FPL,2013,Percent,0.61889,312
Borough Park,200 to 399% FPL,2013,Percent,0.18764,312
Borough Park,400% FPL and above,2013,Percent,0.19348,312
Borough Park,Below 100% FPL,2014,Percent,0.32351,312
Borough Park,100 to 199% FPL,2014,Percent,0.23115,312
Borough Park,Below 200% FPL,2014,Percent,0.55465,312
Borough Park,200 to 399% FPL,2014,Percent,0.25192,312
Borough Park,400% FPL and above,2014,Percent,0.19343,312
Borough Park,Below 100% FPL,2015,Percent,0.28816,312
Borough Park,100 to 199% FPL,2015,Percent,0.26271,312
Borough Park,Below 200% FPL,2015,Percent,0.55087,312
Borough Park,200 to 399% FPL,2015,Percent,0.22563,312
Borough Park,400% FPL and above,2015,Percent,0.2235,312
Borough Park,Below 100% FPL,2016,Percent,0.31649,312
Borough Park,100 to 199% FPL,2016,Percent,0.21906,312
Borough Park,Below 200% FPL,2016,Percent,0.53556,312
Borough Park,200 to 399% FPL,2016,Percent,0.23564,312
Borough Park,400% FPL and above,2016,Percent,0.2288,312
Borough Park,Below 100% FPL,2017,Percent,0.29064,312
Borough Park,100 to 199% FPL,2017,Percent,0.248,312
Borough Park,Below 200% FPL,2017,Percent,0.53864,312
Borough Park,200 to 399% FPL,2017,Percent,0.22676,312
Borough Park,400% FPL and above,2017,Percent,0.2346,312
Borough Park,Below 100% FPL,2018,Percent,0.27019,312
Borough Park,100 to 199% FPL,2018,Percent,0.28587,312
Borough Park,Below 200% FPL,2018,Percent,0.55605,312
Borough Park,200 to 399% FPL,2018,Percent,0.19323,312
Borough Park,400% FPL and above,2018,Percent,0.25072,312
Coney Island,Below 100% FPL,2005,Percent,0.26543,313
Coney Island,100 to 199% FPL,2005,Percent,0.19723,313
Coney Island,Below 200% FPL,2005,Percent,0.46266,313
Coney Island,200 to 399% FPL,2005,Percent,0.28597,313
Coney Island,400% FPL and above,2005,Percent,0.25137,313
Coney Island,Below 100% FPL,2006,Percent,0.226,313
Coney Island,100 to 199% FPL,2006,Percent,0.23822,313
Coney Island,Below 200% FPL,2006,Percent,0.46423,313
Coney Island,200 to 399% FPL,2006,Percent,0.23127,313
Coney Island,400% FPL and above,2006,Percent,0.3045,313
Coney Island,Below 100% FPL,2007,Percent,0.2382,313
Coney Island,100 to 199% FPL,2007,Percent,0.20508,313
Coney Island,Below 200% FPL,2007,Percent,0.44328,313
Coney Island,200 to 399% FPL,2007,Percent,0.25961,313
Coney Island,400% FPL and above,2007,Percent,0.29711,313
Coney Island,Below 100% FPL,2008,Percent,0.18801,313
Coney Island,100 to 199% FPL,2008,Percent,0.22696,313
Coney Island,Below 200% FPL,2008,Percent,0.41497,313
Coney Island,200 to 399% FPL,2008,Percent,0.37286,313
Coney Island,400% FPL and above,2008,Percent,0.21217,313
Coney Island,Below 100% FPL,2009,Percent,0.1797,313
Coney Island,100 to 199% FPL,2009,Percent,0.22542,313
Coney Island,Below 200% FPL,2009,Percent,0.40512,313
Coney Island,200 to 399% FPL,2009,Percent,0.3281,313
Coney Island,400% FPL and above,2009,Percent,0.26678,313
Coney Island,Below 100% FPL,2010,Percent,0.25175,313
Coney Island,100 to 199% FPL,2010,Percent,0.24782,313
Coney Island,Below 200% FPL,2010,Percent,0.49957,313
Coney Island,200 to 399% FPL,2010,Percent,0.28943,313
Coney Island,400% FPL and above,2010,Percent,0.21101,313
Coney Island,Below 100% FPL,2011,Percent,0.27012,313
Coney Island,100 to 199% FPL,2011,Percent,0.24358,313
Coney Island,Below 200% FPL,2011,Percent,0.51369,313
Coney Island,200 to 399% FPL,2011,Percent,0.22539,313
Coney Island,400% FPL and above,2011,Percent,0.26092,313
Coney Island,Below 100% FPL,2012,Percent,0.27802,313
Coney Island,100 to 199% FPL,2012,Percent,0.20372,313
Coney Island,Below 200% FPL,2012,Percent,0.48174,313
Coney Island,200 to 399% FPL,2012,Percent,0.23251,313
Coney Island,400% FPL and above,2012,Percent,0.28575,313
Coney Island,Below 100% FPL,2013,Percent,0.24134,313
Coney Island,100 to 199% FPL,2013,Percent,0.24233,313
Coney Island,Below 200% FPL,2013,Percent,0.48367,313
Coney Island,200 to 399% FPL,2013,Percent,0.21178,313
Coney Island,400% FPL and above,2013,Percent,0.30456,313
Coney Island,Below 100% FPL,2014,Percent,0.33086,313
Coney Island,100 to 199% FPL,2014,Percent,0.19506,313
Coney Island,Below 200% FPL,2014,Percent,0.52591,313
Coney Island,200 to 399% FPL,2014,Percent,0.26372,313
Coney Island,400% FPL and above,2014,Percent,0.21037,313
Coney Island,Below 100% FPL,2015,Percent,0.19216,313
Coney Island,100 to 199% FPL,2015,Percent,0.27418,313
Coney Island,Below 200% FPL,2015,Percent,0.46634,313
Coney Island,200 to 399% FPL,2015,Percent,0.28501,313
Coney Island,400% FPL and above,2015,Percent,0.24864,313
Coney Island,Below 100% FPL,2016,Percent,0.25027,313
Coney Island,100 to 199% FPL,2016,Percent,0.23875,313
Coney Island,Below 200% FPL,2016,Percent,0.48902,313
Coney Island,200 to 399% FPL,2016,Percent,0.18896,313
Coney Island,400% FPL and above,2016,Percent,0.32202,313
Coney Island,Below 100% FPL,2017,Percent,0.26187,313
Coney Island,100 to 199% FPL,2017,Percent,0.23395,313
Coney Island,Below 200% FPL,2017,Percent,0.49581,313
Coney Island,200 to 399% FPL,2017,Percent,0.26753,313
Coney Island,400% FPL and above,2017,Percent,0.23665,313
Coney Island,Below 100% FPL,2018,Percent,0.2951,313
Coney Island,100 to 199% FPL,2018,Percent,0.22292,313
Coney Island,Below 200% FPL,2018,Percent,0.51802,313
Coney Island,200 to 399% FPL,2018,Percent,0.20183,313
Coney Island,400% FPL and above,2018,Percent,0.28015,313
Flatbush/Midwood,Below 100% FPL,2005,Percent,0.22208,314
Flatbush/Midwood,100 to 199% FPL,2005,Percent,0.20825,314
Flatbush/Midwood,Below 200% FPL,2005,Percent,0.43033,314
Flatbush/Midwood,200 to 399% FPL,2005,Percent,0.308,314
Flatbush/Midwood,400% FPL and above,2005,Percent,0.26168,314
Flatbush/Midwood,Below 100% FPL,2006,Percent,0.1628,314
Flatbush/Midwood,100 to 199% FPL,2006,Percent,0.24618,314
Flatbush/Midwood,Below 200% FPL,2006,Percent,0.40898,314
Flatbush/Midwood,200 to 399% FPL,2006,Percent,0.32033,314
Flatbush/Midwood,400% FPL and above,2006,Percent,0.27069,314
Flatbush/Midwood,Below 100% FPL,2007,Percent,0.18522,314
Flatbush/Midwood,100 to 199% FPL,2007,Percent,0.22844,314
Flatbush/Midwood,Below 200% FPL,2007,Percent,0.41367,314
Flatbush/Midwood,200 to 399% FPL,2007,Percent,0.30102,314
Flatbush/Midwood,400% FPL and above,2007,Percent,0.28532,314
Flatbush/Midwood,Below 100% FPL,2008,Percent,0.18594,314
Flatbush/Midwood,100 to 199% FPL,2008,Percent,0.22427,314
Flatbush/Midwood,Below 200% FPL,2008,Percent,0.41021,314
Flatbush/Midwood,200 to 399% FPL,2008,Percent,0.27485,314
Flatbush/Midwood,400% FPL and above,2008,Percent,0.31494,314
Flatbush/Midwood,Below 100% FPL,2009,Percent,0.24484,314
Flatbush/Midwood,100 to 199% FPL,2009,Percent,0.18884,314
Flatbush/Midwood,Below 200% FPL,2009,Percent,0.43367,314
Flatbush/Midwood,200 to 399% FPL,2009,Percent,0.27457,314
Flatbush/Midwood,400% FPL and above,2009,Percent,0.29176,314
Flatbush/Midwood,Below 100% FPL,2010,Percent,0.23227,314
Flatbush/Midwood,100 to 199% FPL,2010,Percent,0.22773,314
Flatbush/Midwood,Below 200% FPL,2010,Percent,0.46,314
Flatbush/Midwood,200 to 399% FPL,2010,Percent,0.29346,314
Flatbush/Midwood,400% FPL and above,2010,Percent,0.24654,314
Flatbush/Midwood,Below 100% FPL,2011,Percent,0.22212,314
Flatbush/Midwood,100 to 199% FPL,2011,Percent,0.24445,314
Flatbush/Midwood,Below 200% FPL,2011,Percent,0.46657,314
Flatbush/Midwood,200 to 399% FPL,2011,Percent,0.26869,314
Flatbush/Midwood,400% FPL and above,2011,Percent,0.26474,314
Flatbush/Midwood,Below 100% FPL,2012,Percent,0.19793,314
Flatbush/Midwood,100 to 199% FPL,2012,Percent,0.26409,314
Flatbush/Midwood,Below 200% FPL,2012,Percent,0.46203,314
Flatbush/Midwood,200 to 399% FPL,2012,Percent,0.3056,314
Flatbush/Midwood,400% FPL and above,2012,Percent,0.23237,314
Flatbush/Midwood,Below 100% FPL,2013,Percent,0.23798,314
Flatbush/Midwood,100 to 199% FPL,2013,Percent,0.23317,314
Flatbush/Midwood,Below 200% FPL,2013,Percent,0.47115,314
Flatbush/Midwood,200 to 399% FPL,2013,Percent,0.274,314
Flatbush/Midwood,400% FPL and above,2013,Percent,0.25485,314
Flatbush/Midwood,Below 100% FPL,2014,Percent,0.22551,314
Flatbush/Midwood,100 to 199% FPL,2014,Percent,0.19105,314
Flatbush/Midwood,Below 200% FPL,2014,Percent,0.41655,314
Flatbush/Midwood,200 to 399% FPL,2014,Percent,0.26121,314
Flatbush/Midwood,400% FPL and above,2014,Percent,0.32224,314
Flatbush/Midwood,Below 100% FPL,2015,Percent,0.21232,314
Flatbush/Midwood,100 to 199% FPL,2015,Percent,0.22954,314
Flatbush/Midwood,Below 200% FPL,2015,Percent,0.44186,314
Flatbush/Midwood,200 to 399% FPL,2015,Percent,0.28713,314
Flatbush/Midwood,400% FPL and above,2015,Percent,0.27102,314
Flatbush/Midwood,Below 100% FPL,2016,Percent,0.18457,314
Flatbush/Midwood,100 to 199% FPL,2016,Percent,0.27895,314
Flatbush/Midwood,Below 200% FPL,2016,Percent,0.46352,314
Flatbush/Midwood,200 to 399% FPL,2016,Percent,0.27381,314
Flatbush/Midwood,400% FPL and above,2016,Percent,0.26267,314
Flatbush/Midwood,Below 100% FPL,2017,Percent,0.17227,314
Flatbush/Midwood,100 to 199% FPL,2017,Percent,0.20826,314
Flatbush/Midwood,Below 200% FPL,2017,Percent,0.38053,314
Flatbush/Midwood,200 to 399% FPL,2017,Percent,0.29382,314
Flatbush/Midwood,400% FPL and above,2017,Percent,0.32565,314
Flatbush/Midwood,Below 100% FPL,2018,Percent,0.16973,314
Flatbush/Midwood,100 to 199% FPL,2018,Percent,0.19133,314
Flatbush/Midwood,Below 200% FPL,2018,Percent,0.36107,314
Flatbush/Midwood,200 to 399% FPL,2018,Percent,0.26272,314
Flatbush/Midwood,400% FPL and above,2018,Percent,0.37621,314
Sheepshead Bay,Below 100% FPL,2005,Percent,0.15766,315
Sheepshead Bay,100 to 199% FPL,2005,Percent,0.24606,315
Sheepshead Bay,Below 200% FPL,2005,Percent,0.40372,315
Sheepshead Bay,200 to 399% FPL,2005,Percent,0.234,315
Sheepshead Bay,400% FPL and above,2005,Percent,0.36228,315
Sheepshead Bay,Below 100% FPL,2006,Percent,0.16068,315
Sheepshead Bay,100 to 199% FPL,2006,Percent,0.19072,315
Sheepshead Bay,Below 200% FPL,2006,Percent,0.3514,315
Sheepshead Bay,200 to 399% FPL,2006,Percent,0.26608,315
Sheepshead Bay,400% FPL and above,2006,Percent,0.38252,315
Sheepshead Bay,Below 100% FPL,2007,Percent,0.16417,315
Sheepshead Bay,100 to 199% FPL,2007,Percent,0.18545,315
Sheepshead Bay,Below 200% FPL,2007,Percent,0.34962,315
Sheepshead Bay,200 to 399% FPL,2007,Percent,0.25822,315
Sheepshead Bay,400% FPL and above,2007,Percent,0.39216,315
Sheepshead Bay,Below 100% FPL,2008,Percent,0.119,315
Sheepshead Bay,100 to 199% FPL,2008,Percent,0.19531,315
Sheepshead Bay,Below 200% FPL,2008,Percent,0.31431,315
Sheepshead Bay,200 to 399% FPL,2008,Percent,0.33813,315
Sheepshead Bay,400% FPL and above,2008,Percent,0.34756,315
Sheepshead Bay,Below 100% FPL,2009,Percent,0.10717,315
Sheepshead Bay,100 to 199% FPL,2009,Percent,0.25052,315
Sheepshead Bay,Below 200% FPL,2009,Percent,0.35768,315
Sheepshead Bay,200 to 399% FPL,2009,Percent,0.27679,315
Sheepshead Bay,400% FPL and above,2009,Percent,0.36553,315
Sheepshead Bay,Below 100% FPL,2010,Percent,0.15432,315
Sheepshead Bay,100 to 199% FPL,2010,Percent,0.17197,315
Sheepshead Bay,Below 200% FPL,2010,Percent,0.32629,315
Sheepshead Bay,200 to 399% FPL,2010,Percent,0.27039,315
Sheepshead Bay,400% FPL and above,2010,Percent,0.40333,315
Sheepshead Bay,Below 100% FPL,2011,Percent,0.1468,315
Sheepshead Bay,100 to 199% FPL,2011,Percent,0.24845,315
Sheepshead Bay,Below 200% FPL,2011,Percent,0.39525,315
Sheepshead Bay,200 to 399% FPL,2011,Percent,0.30185,315
Sheepshead Bay,400% FPL and above,2011,Percent,0.3029,315
Sheepshead Bay,Below 100% FPL,2012,Percent,0.19615,315
Sheepshead Bay,100 to 199% FPL,2012,Percent,0.18614,315
Sheepshead Bay,Below 200% FPL,2012,Percent,0.38229,315
Sheepshead Bay,200 to 399% FPL,2012,Percent,0.24788,315
Sheepshead Bay,400% FPL and above,2012,Percent,0.36984,315
Sheepshead Bay,Below 100% FPL,2013,Percent,0.16138,315
Sheepshead Bay,100 to 199% FPL,2013,Percent,0.2238,315
Sheepshead Bay,Below 200% FPL,2013,Percent,0.38518,315
Sheepshead Bay,200 to 399% FPL,2013,Percent,0.24631,315
Sheepshead Bay,400% FPL and above,2013,Percent,0.36851,315
Sheepshead Bay,Below 100% FPL,2014,Percent,0.18568,315
Sheepshead Bay,100 to 199% FPL,2014,Percent,0.19344,315
Sheepshead Bay,Below 200% FPL,2014,Percent,0.37913,315
Sheepshead Bay,200 to 399% FPL,2014,Percent,0.27492,315
Sheepshead Bay,400% FPL and above,2014,Percent,0.34596,315
Sheepshead Bay,Below 100% FPL,2015,Percent,0.1521,315
Sheepshead Bay,100 to 199% FPL,2015,Percent,0.18062,315
Sheepshead Bay,Below 200% FPL,2015,Percent,0.33272,315
Sheepshead Bay,200 to 399% FPL,2015,Percent,0.30391,315
Sheepshead Bay,400% FPL and above,2015,Percent,0.36337,315
Sheepshead Bay,Below 100% FPL,2016,Percent,0.16509,315
Sheepshead Bay,100 to 199% FPL,2016,Percent,0.15695,315
Sheepshead Bay,Below 200% FPL,2016,Percent,0.32204,315
Sheepshead Bay,200 to 399% FPL,2016,Percent,0.28318,315
Sheepshead Bay,400% FPL and above,2016,Percent,0.39478,315
Sheepshead Bay,Below 100% FPL,2017,Percent,0.13626,315
Sheepshead Bay,100 to 199% FPL,2017,Percent,0.20191,315
Sheepshead Bay,Below 200% FPL,2017,Percent,0.33817,315
Sheepshead Bay,200 to 399% FPL,2017,Percent,0.28199,315
Sheepshead Bay,400% FPL and above,2017,Percent,0.37985,315
Sheepshead Bay,Below 100% FPL,2018,Percent,0.156,315
Sheepshead Bay,100 to 199% FPL,2018,Percent,0.16876,315
Sheepshead Bay,Below 200% FPL,2018,Percent,0.32476,315
Sheepshead Bay,200 to 399% FPL,2018,Percent,0.26736,315
Sheepshead Bay,400% FPL and above,2018,Percent,0.40788,315
Brownsville,Below 100% FPL,2005,Percent,0.3902,316
Brownsville,100 to 199% FPL,2005,Percent,0.26074,316
Brownsville,Below 200% FPL,2005,Percent,0.65095,316
Brownsville,200 to 399% FPL,2005,Percent,0.22428,316
Brownsville,400% FPL and above,2005,Percent,0.12478,316
Brownsville,Below 100% FPL,2006,Percent,0.4016,316
Brownsville,100 to 199% FPL,2006,Percent,0.18616,316
Brownsville,Below 200% FPL,2006,Percent,0.58776,316
Brownsville,200 to 399% FPL,2006,Percent,0.25676,316
Brownsville,400% FPL and above,2006,Percent,0.15548,316
Brownsville,Below 100% FPL,2007,Percent,0.33388,316
Brownsville,100 to 199% FPL,2007,Percent,0.27612,316
Brownsville,Below 200% FPL,2007,Percent,0.61001,316
Brownsville,200 to 399% FPL,2007,Percent,0.25667,316
Brownsville,400% FPL and above,2007,Percent,0.13332,316
Brownsville,Below 100% FPL,2008,Percent,0.32488,316
Brownsville,100 to 199% FPL,2008,Percent,0.20935,316
Brownsville,Below 200% FPL,2008,Percent,0.53423,316
Brownsville,200 to 399% FPL,2008,Percent,0.25856,316
Brownsville,400% FPL and above,2008,Percent,0.20721,316
Brownsville,Below 100% FPL,2009,Percent,0.41105,316
Brownsville,100 to 199% FPL,2009,Percent,0.19961,316
Brownsville,Below 200% FPL,2009,Percent,0.61066,316
Brownsville,200 to 399% FPL,2009,Percent,0.21921,316
Brownsville,400% FPL and above,2009,Percent,0.17013,316
Brownsville,Below 100% FPL,2010,Percent,0.37613,316
Brownsville,100 to 199% FPL,2010,Percent,0.22363,316
Brownsville,Below 200% FPL,2010,Percent,0.59976,316
Brownsville,200 to 399% FPL,2010,Percent,0.23653,316
Brownsville,400% FPL and above,2010,Percent,0.16371,316
Brownsville,Below 100% FPL,2011,Percent,0.3761,316
Brownsville,100 to 199% FPL,2011,Percent,0.2201,316
Brownsville,Below 200% FPL,2011,Percent,0.5962,316
Brownsville,200 to 399% FPL,2011,Percent,0.2419,316
Brownsville,400% FPL and above,2011,Percent,0.1619,316
Brownsville,Below 100% FPL,2012,Percent,0.33771,316
Brownsville,100 to 199% FPL,2012,Percent,0.26027,316
Brownsville,Below 200% FPL,2012,Percent,0.59798,316
Brownsville,200 to 399% FPL,2012,Percent,0.24138,316
Brownsville,400% FPL and above,2012,Percent,0.16063,316
Brownsville,Below 100% FPL,2013,Percent,0.34814,316
Brownsville,100 to 199% FPL,2013,Percent,0.24961,316
Brownsville,Below 200% FPL,2013,Percent,0.59775,316
Brownsville,200 to 399% FPL,2013,Percent,0.26433,316
Brownsville,400% FPL and above,2013,Percent,0.13792,316
Brownsville,Below 100% FPL,2014,Percent,0.35934,316
Brownsville,100 to 199% FPL,2014,Percent,0.26589,316
Brownsville,Below 200% FPL,2014,Percent,0.62522,316
Brownsville,200 to 399% FPL,2014,Percent,0.25806,316
Brownsville,400% FPL and above,2014,Percent,0.11671,316
Brownsville,Below 100% FPL,2015,Percent,0.36789,316
Brownsville,100 to 199% FPL,2015,Percent,0.2221,316
Brownsville,Below 200% FPL,2015,Percent,0.59,316
Brownsville,200 to 399% FPL,2015,Percent,0.24459,316
Brownsville,400% FPL and above,2015,Percent,0.16541,316
Brownsville,Below 100% FPL,2016,Percent,0.33245,316
Brownsville,100 to 199% FPL,2016,Percent,0.21536,316
Brownsville,Below 200% FPL,2016,Percent,0.54781,316
Brownsville,200 to 399% FPL,2016,Percent,0.25274,316
Brownsville,400% FPL and above,2016,Percent,0.19945,316
Brownsville,Below 100% FPL,2017,Percent,0.38824,316
Brownsville,100 to 199% FPL,2017,Percent,0.17729,316
Brownsville,Below 200% FPL,2017,Percent,0.56553,316
Brownsville,200 to 399% FPL,2017,Percent,0.26882,316
Brownsville,400% FPL and above,2017,Percent,0.16565,316
Brownsville,Below 100% FPL,2018,Percent,0.26152,316
Brownsville,100 to 199% FPL,2018,Percent,0.25219,316
Brownsville,Below 200% FPL,2018,Percent,0.51371,316
Brownsville,200 to 399% FPL,2018,Percent,0.24728,316
Brownsville,400% FPL and above,2018,Percent,0.23901,316
East Flatbush,Below 100% FPL,2005,Percent,0.11626,317
East Flatbush,100 to 199% FPL,2005,Percent,0.19348,317
East Flatbush,Below 200% FPL,2005,Percent,0.30974,317
East Flatbush,200 to 399% FPL,2005,Percent,0.43864,317
East Flatbush,400% FPL and above,2005,Percent,0.25162,317
East Flatbush,Below 100% FPL,2006,Percent,0.18758,317
East Flatbush,100 to 199% FPL,2006,Percent,0.22988,317
East Flatbush,Below 200% FPL,2006,Percent,0.41745,317
East Flatbush,200 to 399% FPL,2006,Percent,0.31544,317
East Flatbush,400% FPL and above,2006,Percent,0.26711,317
East Flatbush,Below 100% FPL,2007,Percent,0.12741,317
East Flatbush,100 to 199% FPL,2007,Percent,0.18154,317
East Flatbush,Below 200% FPL,2007,Percent,0.30895,317
East Flatbush,200 to 399% FPL,2007,Percent,0.38494,317
East Flatbush,400% FPL and above,2007,Percent,0.30612,317
East Flatbush,Below 100% FPL,2008,Percent,0.13397,317
East Flatbush,100 to 199% FPL,2008,Percent,0.19894,317
East Flatbush,Below 200% FPL,2008,Percent,0.33291,317
East Flatbush,200 to 399% FPL,2008,Percent,0.36642,317
East Flatbush,400% FPL and above,2008,Percent,0.30068,317
East Flatbush,Below 100% FPL,2009,Percent,0.13811,317
East Flatbush,100 to 199% FPL,2009,Percent,0.20308,317
East Flatbush,Below 200% FPL,2009,Percent,0.34119,317
East Flatbush,200 to 399% FPL,2009,Percent,0.32715,317
East Flatbush,400% FPL and above,2009,Percent,0.33165,317
East Flatbush,Below 100% FPL,2010,Percent,0.16101,317
East Flatbush,100 to 199% FPL,2010,Percent,0.20884,317
East Flatbush,Below 200% FPL,2010,Percent,0.36985,317
East Flatbush,200 to 399% FPL,2010,Percent,0.3456,317
East Flatbush,400% FPL and above,2010,Percent,0.28456,317
East Flatbush,Below 100% FPL,2011,Percent,0.18637,317
East Flatbush,100 to 199% FPL,2011,Percent,0.17353,317
East Flatbush,Below 200% FPL,2011,Percent,0.3599,317
East Flatbush,200 to 399% FPL,2011,Percent,0.3188,317
East Flatbush,400% FPL and above,2011,Percent,0.3213,317
East Flatbush,Below 100% FPL,2012,Percent,0.16091,317
East Flatbush,100 to 199% FPL,2012,Percent,0.23212,317
East Flatbush,Below 200% FPL,2012,Percent,0.39303,317
East Flatbush,200 to 399% FPL,2012,Percent,0.34485,317
East Flatbush,400% FPL and above,2012,Percent,0.26212,317
East Flatbush,Below 100% FPL,2013,Percent,0.19578,317
East Flatbush,100 to 199% FPL,2013,Percent,0.20503,317
East Flatbush,Below 200% FPL,2013,Percent,0.40082,317
East Flatbush,200 to 399% FPL,2013,Percent,0.35497,317
East Flatbush,400% FPL and above,2013,Percent,0.24421,317
East Flatbush,Below 100% FPL,2014,Percent,0.18533,317
East Flatbush,100 to 199% FPL,2014,Percent,0.19271,317
East Flatbush,Below 200% FPL,2014,Percent,0.37804,317
East Flatbush,200 to 399% FPL,2014,Percent,0.29212,317
East Flatbush,400% FPL and above,2014,Percent,0.32983,317
East Flatbush,Below 100% FPL,2015,Percent,0.16963,317
East Flatbush,100 to 199% FPL,2015,Percent,0.2043,317
East Flatbush,Below 200% FPL,2015,Percent,0.37393,317
East Flatbush,200 to 399% FPL,2015,Percent,0.30753,317
East Flatbush,400% FPL and above,2015,Percent,0.31855,317
East Flatbush,Below 100% FPL,2016,Percent,0.13145,317
East Flatbush,100 to 199% FPL,2016,Percent,0.21805,317
East Flatbush,Below 200% FPL,2016,Percent,0.3495,317
East Flatbush,200 to 399% FPL,2016,Percent,0.35767,317
East Flatbush,400% FPL and above,2016,Percent,0.29283,317
East Flatbush,Below 100% FPL,2017,Percent,0.1325,317
East Flatbush,100 to 199% FPL,2017,Percent,0.22995,317
East Flatbush,Below 200% FPL,2017,Percent,0.36245,317
East Flatbush,200 to 399% FPL,2017,Percent,0.31985,317
East Flatbush,400% FPL and above,2017,Percent,0.3177,317
East Flatbush,Below 100% FPL,2018,Percent,0.10817,317
East Flatbush,100 to 199% FPL,2018,Percent,0.16948,317
East Flatbush,Below 200% FPL,2018,Percent,0.27765,317
East Flatbush,200 to 399% FPL,2018,Percent,0.3242,317
East Flatbush,400% FPL and above,2018,Percent,0.39814,317
Canarsie,Below 100% FPL,2005,Percent,0.08791,318
Canarsie,100 to 199% FPL,2005,Percent,0.10592,318
Canarsie,Below 200% FPL,2005,Percent,0.19383,318
Canarsie,200 to 399% FPL,2005,Percent,0.38409,318
Canarsie,400% FPL and above,2005,Percent,0.42207,318
Canarsie,Below 100% FPL,2006,Percent,0.11114,318
Canarsie,100 to 199% FPL,2006,Percent,0.13527,318
Canarsie,Below 200% FPL,2006,Percent,0.24641,318
Canarsie,200 to 399% FPL,2006,Percent,0.34621,318
Canarsie,400% FPL and above,2006,Percent,0.40739,318
Canarsie,Below 100% FPL,2007,Percent,0.08798,318
Canarsie,100 to 199% FPL,2007,Percent,0.14507,318
Canarsie,Below 200% FPL,2007,Percent,0.23306,318
Canarsie,200 to 399% FPL,2007,Percent,0.35991,318
Canarsie,400% FPL and above,2007,Percent,0.40704,318
Canarsie,Below 100% FPL,2008,Percent,0.11954,318
Canarsie,100 to 199% FPL,2008,Percent,0.16462,318
Canarsie,Below 200% FPL,2008,Percent,0.28416,318
Canarsie,200 to 399% FPL,2008,Percent,0.28443,318
Canarsie,400% FPL and above,2008,Percent,0.43141,318
Canarsie,Below 100% FPL,2009,Percent,0.08985,318
Canarsie,100 to 199% FPL,2009,Percent,0.15007,318
Canarsie,Below 200% FPL,2009,Percent,0.23992,318
Canarsie,200 to 399% FPL,2009,Percent,0.33577,318
Canarsie,400% FPL and above,2009,Percent,0.42431,318
Canarsie,Below 100% FPL,2010,Percent,0.11401,318
Canarsie,100 to 199% FPL,2010,Percent,0.16891,318
Canarsie,Below 200% FPL,2010,Percent,0.28292,318
Canarsie,200 to 399% FPL,2010,Percent,0.32652,318
Canarsie,400% FPL and above,2010,Percent,0.39056,318
Canarsie,Below 100% FPL,2011,Percent,0.14008,318
