Location,Age Group,TimeFrame,DataFormat,Data,Fips,zipcode
Ridgewood - Forest Hills,0 to 17 Years,2010,Number,641.0,uhf405,"11374, 11375, 11379, 11385"
Rockaway,0 to 4 years,2010,Rate,475.3,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 4 years,2010,Number,423.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2010,Number,459.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2010,Rate,209.9,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 17 Years,2010,Number,882.0,uhf410,"11691, 11692, 11693, 11694, 11697"
South Beach - Tottenville,0 to 4 years,2010,Rate,72.8,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 4 years,2010,Number,76.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2010,Number,164.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2010,Rate,51.7,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 17 Years,2010,Number,240.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
Southeast Queens,0 to 4 years,2010,Number,339.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 4 years,2010,Rate,327.1,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2010,Number,456.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2010,Rate,145.6,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 17 Years,2010,Number,795.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southwest Queens,0 to 4 years,2010,Number,568.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 4 years,2010,Rate,351.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2010,Number,700.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2010,Rate,154.8,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 17 Years,2010,Number,1268.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Stapleton - St. George,0 to 4 years,2010,Rate,247.7,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 4 years,2010,Number,190.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2010,Number,351.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2010,Rate,168.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 17 Years,2010,Number,541.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Staten Island,0 to 4 years,2010,Rate,167.3,36085,N/A
Staten Island,0 to 4 years,2010,Number,474.0,36085,N/A
Staten Island,5 to 17 Years,2010,Number,820.0,36085,N/A
Staten Island,5 to 17 Years,2010,Rate,101.5,36085,N/A
Staten Island,0 to 17 Years,2010,Number,1294.0,36085,N/A
Sunset Park,0 to 4 years,2010,Rate,165.6,uhf205,"11220, 11232"
Sunset Park,0 to 4 years,2010,Number,161.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2010,Number,176.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2010,Rate,85.0,uhf205,"11220, 11232"
Sunset Park,0 to 17 Years,2010,Number,337.0,uhf205,"11220, 11232"
Union Square - Lower East Side,0 to 4 years,2010,Number,285.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 4 years,2010,Rate,402.1,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2010,Number,372.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2010,Rate,219.3,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 17 Years,2010,Number,657.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Upper East Side,0 to 4 years,2010,Number,123.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 4 years,2010,Rate,109.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2010,Number,126.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2010,Rate,65.1,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 17 Years,2010,Number,249.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper West Side,0 to 4 years,2010,Rate,206.2,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 4 years,2010,Number,240.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2010,Number,299.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2010,Rate,147.8,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 17 Years,2010,Number,539.0,uhf304,"10023, 10024, 10025, 10069"
Washington Heights - Inwood,0 to 4 years,2010,Number,648.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 4 years,2010,Rate,469.6,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2010,Number,839.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2010,Rate,236.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 17 Years,2010,Number,1487.0,uhf301,"10031, 10032, 10033, 10034, 10040"
West Queens,0 to 4 years,2010,Rate,251.3,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,0 to 4 years,2010,Number,801.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,5 to 17 Years,2010,Number,900.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,5 to 17 Years,2010,Rate,127.5,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,0 to 17 Years,2010,Number,1701.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
Williamsburg - Bushwick,0 to 4 years,2010,Rate,721.1,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,0 to 4 years,2010,Number,1152.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,5 to 17 Years,2010,Number,1272.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,5 to 17 Years,2010,Rate,320.3,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,0 to 17 Years,2010,Number,2424.0,uhf211,"11206, 11221, 11237"
Willowbrook,0 to 4 years,2010,Number,58.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,0 to 4 years,2010,Rate,118.9,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,5 to 17 Years,2010,Number,69.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,5 to 17 Years,2010,Rate,51.1,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,0 to 17 Years,2010,Number,127.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Bayside - Little Neck,0 to 4 years,2011,Rate,84.8,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,0 to 4 years,2011,Number,35.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,5 to 17 Years,2011,Number,38.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,5 to 17 Years,2011,Rate,30.2,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,0 to 17 Years,2011,Number,73.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2011,Rate,652.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2011,Number,1482.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2011,Number,1980.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2011,Rate,361.4,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2011,Number,3462.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bensonhurst - Bay Ridge,0 to 4 years,2011,Rate,72.5,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 4 years,2011,Number,91.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2011,Number,131.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2011,Rate,46.8,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 17 Years,2011,Number,222.0,uhf209,"11209, 11214, 11228"
Borough Park,0 to 4 years,2011,Number,237.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 4 years,2011,Rate,73.9,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2011,Number,312.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2011,Rate,47.8,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 17 Years,2011,Number,549.0,uhf206,"11204, 11218, 11219, 11230"
Bronx,0 to 4 years,2011,Number,6430.0,36005,N/A
Bronx,0 to 4 years,2011,Rate,606.1,36005,N/A
Bronx,5 to 17 Years,2011,Number,8705.0,36005,N/A
Bronx,5 to 17 Years,2011,Rate,332.4,36005,N/A
Bronx,0 to 17 Years,2011,Number,15135.0,36005,N/A
Brooklyn,0 to 4 years,2011,Rate,329.2,36047,N/A
Brooklyn,0 to 4 years,2011,Number,6046.0,36047,N/A
Brooklyn,5 to 17 Years,2011,Number,7987.0,36047,N/A
Brooklyn,5 to 17 Years,2011,Rate,193.2,36047,N/A
Brooklyn,0 to 17 Years,2011,Number,14033.0,36047,N/A
Canarsie - Flatlands,0 to 4 years,2011,Number,396.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 4 years,2011,Rate,331.4,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2011,Number,540.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2011,Rate,153.7,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 17 Years,2011,Number,936.0,uhf208,"11234, 11236, 11239"
Central Harlem - Morningside Heights,0 to 4 years,2011,Rate,817.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 4 years,2011,Number,805.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2011,Number,1399.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2011,Rate,565.4,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 17 Years,2011,Number,2204.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Chelsea - Clinton,0 to 4 years,2011,Rate,185.7,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 4 years,2011,Number,93.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2011,Number,111.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2011,Rate,157.6,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 17 Years,2011,Number,204.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Coney Island - Sheepshead Bay,0 to 4 years,2011,Number,187.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 4 years,2011,Rate,107.7,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2011,Number,296.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2011,Rate,75.5,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 17 Years,2011,Number,483.0,uhf210,"11223, 11224, 11229, 11235"
Crotona - Tremont,0 to 4 years,2011,Number,1401.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 4 years,2011,Rate,772.8,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2011,Number,1647.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2011,Rate,370.3,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 17 Years,2011,Number,3048.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Downtown  - Heights - Slope,0 to 4 years,2011,Number,406.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 4 years,2011,Rate,250.1,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2011,Number,481.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2011,Rate,181.4,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 17 Years,2011,Number,887.0,uhf202,"11201, 11205, 11215, 11217, 11231"
East Flatbush - Flatbush,0 to 4 years,2011,Rate,411.7,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 4 years,2011,Number,821.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2011,Number,1129.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2011,Rate,233.8,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 17 Years,2011,Number,1950.0,uhf207,"11203, 11210, 11225, 11226"
East Harlem,0 to 4 years,2011,Number,630.0,uhf303,"10029, 10035"
East Harlem,0 to 4 years,2011,Rate,897.2,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2011,Number,998.0,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2011,Rate,580.5,uhf303,"10029, 10035"
East Harlem,0 to 17 Years,2011,Number,1628.0,uhf303,"10029, 10035"
East New York,0 to 4 years,2011,Number,924.0,uhf204,"11207, 11208"
East New York,0 to 4 years,2011,Rate,624.1,uhf204,"11207, 11208"
East New York,5 to 17 Years,2011,Number,1241.0,uhf204,"11207, 11208"
East New York,5 to 17 Years,2011,Rate,322.4,uhf204,"11207, 11208"
East New York,0 to 17 Years,2011,Number,2165.0,uhf204,"11207, 11208"
Flushing - Clearview,0 to 4 years,2011,Number,162.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 4 years,2011,Rate,123.6,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2011,Number,255.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2011,Rate,84.2,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 17 Years,2011,Number,417.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Fordham - Bronx Park,0 to 4 years,2011,Number,858.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 4 years,2011,Rate,415.7,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2011,Number,1209.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2011,Rate,257.9,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 17 Years,2011,Number,2067.0,uhf103,"10458, 10467, 10468"
Fresh Meadows,0 to 4 years,2011,Rate,151.7,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 4 years,2011,Number,100.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2011,Number,157.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2011,Rate,109.4,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 17 Years,2011,Number,257.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Gramercy Park -  Murray Hill,0 to 4 years,2011,Number,61.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 4 years,2011,Rate,128.7,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2011,Number,63.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2011,Rate,116.8,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 17 Years,2011,Number,124.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Greenpoint,0 to 4 years,2011,Rate,156.3,uhf201,"11211, 11222"
Greenpoint,0 to 4 years,2011,Number,151.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2011,Number,156.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2011,Rate,85.8,uhf201,"11211, 11222"
Greenpoint,0 to 17 Years,2011,Number,307.0,uhf201,"11211, 11222"
Greenwich Village - Soho,0 to 4 years,2011,Rate,50.9,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 4 years,2011,Number,18.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2011,Number,29.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2011,Rate,56.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 17 Years,2011,Number,47.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
High Bridge - Morrisania,0 to 4 years,2011,Rate,884.1,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 4 years,2011,Number,1576.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2011,Number,1977.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2011,Rate,447.3,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 17 Years,2011,Number,3553.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2011,Number,1065.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2011,Rate,895.6,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2011,Number,1386.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2011,Rate,470.3,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 17 Years,2011,Number,2451.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Jamaica,0 to 4 years,2011,Rate,504.8,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 4 years,2011,Number,922.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2011,Number,994.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2011,Rate,198.1,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 17 Years,2011,Number,1916.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Kingsbridge - Riverdale,0 to 4 years,2011,Number,118.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 4 years,2011,Rate,200.5,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2011,Number,160.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2011,Rate,132.5,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 17 Years,2011,Number,278.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Long Island City - Astoria,0 to 4 years,2011,Number,203.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 4 years,2011,Rate,190.1,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2011,Number,403.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2011,Rate,187.1,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 17 Years,2011,Number,606.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Lower Manhattan,0 to 4 years,2011,Rate,124.1,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 4 years,2011,Number,43.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2011,Number,64.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2011,Rate,160.8,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 17 Years,2011,Number,107.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Manhattan,0 to 4 years,2011,Rate,371.3,36061,N/A
Manhattan,0 to 4 years,2011,Number,2982.0,36061,N/A
Manhattan,5 to 17 Years,2011,Number,4594.0,36061,N/A
Manhattan,5 to 17 Years,2011,Rate,293.4,36061,N/A
Manhattan,0 to 17 Years,2011,Number,7576.0,36061,N/A
New York City,0 to 4 years,2011,Number,19804.0,3651000,N/A
New York City,0 to 4 years,2011,Rate,370.2,3651000,N/A
New York City,5 to 17 Years,2011,Number,27061.0,3651000,N/A
New York City,5 to 17 Years,2011,Rate,218.6,3651000,N/A
New York City,0 to 17 Years,2011,Number,46865.0,3651000,N/A
Northeast Bronx,0 to 4 years,2011,Rate,315.8,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 4 years,2011,Number,373.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2011,Number,520.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2011,Rate,153.9,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 17 Years,2011,Number,893.0,uhf102,"10466, 10469, 10470, 10475"
Pelham - Throgs Neck,0 to 4 years,2011,Rate,507.4,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 4 years,2011,Number,1038.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2011,Number,1589.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2011,Rate,304.7,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 17 Years,2011,Number,2627.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Port  Richmond,0 to 4 years,2011,Number,203.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 4 years,2011,Rate,379.9,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2011,Number,307.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2011,Rate,225.5,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 17 Years,2011,Number,510.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Queens,0 to 4 years,2011,Number,3767.0,36081,N/A
Queens,0 to 4 years,2011,Rate,275.8,36081,N/A
Queens,5 to 17 Years,2011,Number,4844.0,36081,N/A
Queens,5 to 17 Years,2011,Rate,148.5,36081,N/A
Queens,0 to 17 Years,2011,Number,8611.0,36081,N/A
Ridgewood - Forest Hills,0 to 4 years,2011,Number,297.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 4 years,2011,Rate,199.3,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2011,Number,353.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2011,Rate,109.4,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 17 Years,2011,Number,650.0,uhf405,"11374, 11375, 11379, 11385"
Rockaway,0 to 4 years,2011,Rate,364.4,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 4 years,2011,Number,332.0,uhf410,"11691, 11692, 11693, 11694, 11697"
